"SourceProject","TargetProject","SourceIssueKey","TargetIssueKey","LinkDirection","SourceSummary","SourceStatus","SourceUpdated"
"MCLD","ACM","MCLD-896","ACM-194","Outbound","V8-PFC Integration for Migration","Backlog","04/24/2025 09:09:40"
"POP","OSO","POP-408","OSO-430","Outbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"POP","OSO","POP-408","OSO-428","Outbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"POP","OSO","POP-408","OSO-545","Outbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"POP","OSO","POP-408","OSO-544","Outbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"POP","OSO","POP-408","OSO-467","Outbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"POP","OSO","POP-408","OSO-553","Outbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"POP","OSO","POP-408","OSO-551","Outbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"POP","OSO","POP-408","OSO-550","Outbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"POP","OSO","POP-408","OSO-406","Outbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"POP","OSO","POP-408","OSO-417","Outbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"POP","OSO","POP-408","OSO-446","Outbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"POP","OSO","POP-408","OSO-453","Outbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"POP","OSO","POP-408","OSO-547","Outbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"POP","OSO","POP-408","OSO-416","Outbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"POP","OSO","POP-408","OSO-460","Outbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"POP","OSO","POP-408","OSO-623","Outbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"POP","OSO","POP-408","OSO-631","Outbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"POP","OSO","POP-408","OSO-718","Outbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"POP","OSO","POP-408","OSO-582","Outbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"POP","OSO","POP-408","OSO-580","Inbound","TONCS - 2025 Epic Tracking for Projects and Programmatic Evolutions ","In Progress","09/26/2025 16:56:16"
"DPSS","SIGN","DPSS-555","SIGN-8","Outbound","[API] dss-graphql createEsignature mutation","Backlog","05/19/2025 10:36:03"
"MCCE","MCLNE","MCCE-1153","MCLNE-1249","Outbound","SMS 2-way Branch Rollout - COL​","In Progress","08/13/2025 10:53:45"
"CACS","DCI","CACS-1694","DCI-1575","Outbound","CLONE - Accounts with 'write' permissions on Azure resources should be MFA enabled - On-Going Review","Backlog","07/18/2025 17:55:57"
"CACS","DCI","CACS-1694","DCI-1765","Outbound","CLONE - Accounts with 'write' permissions on Azure resources should be MFA enabled - On-Going Review","Backlog","07/18/2025 17:55:57"
"CES","ESDL","CES-5933","ESDL-2756","Inbound","Remove unused auto decisioning code from CAPS","In Progress","08/20/2025 11:52:21"
"CTGR","CES","CTGR-208","CES-7852","Outbound","Uploading POA Documents ","In Progress","09/18/2025 22:18:15"
"CES","SRE","CES-5877","SRE-2608","Inbound","Synthetic health check from on-prem system (such as Grafana) to Apollo Router","Blocked","08/28/2025 14:17:40"
"CCP","CARD","CCP-320","CARD-2489","Outbound","Prod: Cards account (omcardsprod) - New API Gateway endpoint definitions in cards-starlink-service","Testing","07/02/2025 16:04:11"
"CCP","CARD","CCP-321","CARD-2489","Outbound","NON - Prod: Cards account (omfcardsdev) - New API Gateway endpoint definitions in cards-starlink-service","Testing","07/02/2025 16:04:10"
"CIA","MCCE","CIA-892","MCCE-1645","Outbound","Switching OKTA SMS provider to SINCH","In Progress","09/15/2025 11:38:14"
"CIA","MCCE","CIA-892","MCCE-2268","Outbound","Switching OKTA SMS provider to SINCH","In Progress","09/15/2025 11:38:14"
"MCCE","MCARD","MCCE-1075","MCARD-415","Outbound","Enable TCPA & Time zone microservices for Card 2-way SMS","In Progress","04/08/2025 15:56:48"
"MCCE","CARD","MCCE-1075","CARD-2666","Outbound","Enable TCPA & Time zone microservices for Card 2-way SMS","In Progress","04/08/2025 15:56:48"
"MCCE","MCARD","MCCE-1075","MCARD-428","Outbound","Enable TCPA & Time zone microservices for Card 2-way SMS","In Progress","04/08/2025 15:56:48"
"CNS","CACS","CNS-1167","CACS-2959","Outbound","Prepare and Plan for Remaining High-Key Domains for Migration","In Progress","08/19/2025 10:12:19"
"UPT","SRE","UPT-430","SRE-3057","Outbound","OpenTel Implementation in Frontend Applications","Backlog","07/10/2025 09:26:32"
"DEP","DPR","DEP-767","DPR-8","Outbound","Automate creation/assignment to hosting environment","Backlog","06/04/2025 10:49:48"
"DEP","DPR","DEP-767","DPR-8","Inbound","Automate creation/assignment to hosting environment","Backlog","06/04/2025 10:49:48"
"CARD","CCP","CARD-2339","CCP-288","Outbound","DevOps tickets","Backlog","04/09/2025 10:42:05"
"CARD","CCP","CARD-2339","CCP-292","Outbound","DevOps tickets","Backlog","04/09/2025 10:42:05"
"CARD","CCP","CARD-2339","CCP-290","Outbound","DevOps tickets","Backlog","04/09/2025 10:42:05"
"CARD","CCP","CARD-2339","CCP-291","Outbound","DevOps tickets","Backlog","04/09/2025 10:42:05"
"CARD","CCP","CARD-2339","CCP-289","Outbound","DevOps tickets","Backlog","04/09/2025 10:42:05"
"CARD","CCP","CARD-2339","CCP-295","Outbound","DevOps tickets","Backlog","04/09/2025 10:42:05"
"CARD","CCP","CARD-2339","CCP-310","Outbound","DevOps tickets","Backlog","04/09/2025 10:42:05"
"CARD","CCP","CARD-2339","CCP-311","Outbound","DevOps tickets","Backlog","04/09/2025 10:42:05"
"CARD","CCP","CARD-2339","CCP-312","Outbound","DevOps tickets","Backlog","04/09/2025 10:42:05"
"CARD","CCP","CARD-2339","CCP-313","Outbound","DevOps tickets","Backlog","04/09/2025 10:42:05"
"CARD","CCP","CARD-2339","CCP-314","Outbound","DevOps tickets","Backlog","04/09/2025 10:42:05"
"CARD","CCP","CARD-2339","CCP-322","Outbound","DevOps tickets","Backlog","04/09/2025 10:42:05"
"CARD","CCP","CARD-2339","CCP-323","Outbound","DevOps tickets","Backlog","04/09/2025 10:42:05"
"CARD","CCP","CARD-2339","CCP-328","Outbound","DevOps tickets","Backlog","04/09/2025 10:42:05"
"CARD","CCP","CARD-2339","CCP-329","Outbound","DevOps tickets","Backlog","04/09/2025 10:42:05"
"CARD","CCP","CARD-2339","CCP-335","Outbound","DevOps tickets","Backlog","04/09/2025 10:42:05"
"CARD","CCP","CARD-2339","CCP-336","Outbound","DevOps tickets","Backlog","04/09/2025 10:42:05"
"CARD","CCP","CARD-2339","CCP-361","Outbound","DevOps tickets","Backlog","04/09/2025 10:42:05"
"CARD","CCP","CARD-2339","CCP-362","Outbound","DevOps tickets","Backlog","04/09/2025 10:42:05"
"AUT","QUAL","AUT-1665","QUAL-17760","Inbound","Support integration with IVAAS team for receiving TWN report","Backlog","07/08/2025 16:31:56"
"CARD","CCP","CARD-2327","CCP-254","Outbound","DevOps tickets","Backlog","09/12/2025 17:35:47"
"COL","PSM","COL-1704","PSM-446","Outbound","2025 Prod Support Issues","In Progress","09/24/2025 15:41:13"
"DEP","DPR","DEP-750","DPR-32","Outbound","Impact Zones - AWS System Boundaries","In Progress","07/29/2025 10:49:51"
"DEP","DPR","DEP-753","DPR-32","Outbound","AWS Impact Zones Migration","In Progress","07/21/2025 11:48:42"
"OSO","POP","OSO-553","POP-408","Inbound","2025 Branch Network Evolutions and Enhancements","In Progress","05/29/2025 09:49:09"
"COL","LAS","COL-1698","LAS-2168","Outbound","WA NSF Fee Updates Needed for Deferments","Refinement","08/13/2025 15:58:50"
"IAM","CM","IAM-2855","CM-3","Inbound","IGA-SOC2 Audit 2025","In Progress","06/16/2025 13:58:24"
"IAM","CM","IAM-2855","CM-4","Inbound","IGA-SOC2 Audit 2025","In Progress","06/16/2025 13:58:24"
"OSO","POP","OSO-547","POP-408","Inbound","TONCS 2025 Backup and recovery projects","In Progress","04/21/2025 10:20:14"
"CES","ESDL","CES-5675","ESDL-2824","Inbound","Remove placeholder column in applicant table when ready","Blocked","08/20/2025 11:52:22"
"OSO","POP","OSO-544","POP-408","Inbound","2025 TONCS Scripting","In Progress","07/17/2025 13:22:59"
"OSO","POP","OSO-544","POP-378","Inbound","2025 TONCS Scripting","In Progress","07/17/2025 13:22:59"
"CARD","CDL","CARD-2238","CDL-3968","Outbound","2025 Acquisitions Production Support","In Progress","04/14/2025 10:15:30"
"DEP","DBEAN","DEP-733","DBEAN-2204","Inbound","Move Currentloans to GHA only deploy","Blocked","09/02/2025 10:08:19"
"COR","DE","COR-71","DE-996","Outbound","Convert CLASS to a Browser Based UI","In Progress","08/26/2025 16:07:12"
"DEP","DPR","DEP-723","DPR-13","Outbound","Cat. Item Network Connectivity","In Progress","04/28/2025 10:13:03"
"ACQE","ACQ","ACQE-81","ACQ-3484","Inbound","Publish Acquisition Mapping Events to Enterprise Event Bus (EEB)","Backlog","06/24/2025 09:06:29"
"OAE","MCCE","OAE-1800","MCCE-88","Inbound","samesurf session requires re-login when accessing angular pages","Blocked","04/19/2025 15:33:47"
"MCLD","MCCP","MCLD-752","MCCP-663","Inbound","[Reporting] CMDS Report to track consent values and change history","Blocked","09/24/2025 09:22:28"
"PLOS","PLAQ","PLOS-3210","PLAQ-575","Inbound","Decision an Offer","Backlog","05/14/2025 15:00:36"
"DEP","DPR","DEP-697","DPR-8","Outbound","Automate internal network connectivity to the GraphQL service network","In Progress","06/23/2025 11:22:44"
"DEP","DPR","DEP-697","DPR-8","Inbound","Automate internal network connectivity to the GraphQL service network","In Progress","06/23/2025 11:22:44"
"DEP","DPR","DEP-701","DPR-8","Outbound","Automate network connectivity from application environment to on prem Observability tools","In Progress","06/23/2025 11:27:36"
"DEP","DPR","DEP-701","DPR-8","Inbound","Automate network connectivity from application environment to on prem Observability tools","In Progress","06/23/2025 11:27:36"
"OAE","CJI","OAE-1785","CJI-118","Outbound","Loan Dashboard for new Hybrid App","Backlog","06/26/2025 15:47:40"
"CCAL","CRSK","CCAL-200","CRSK-2235","Inbound","ENS ADS 3.0 - Strategy Implementation on Light Box Front End","In Progress","04/24/2025 11:57:34"
"LAS","LAW","LAS-1933","LAW-886","Inbound","Foursight Direct Auto Integration - onboarding to SCORE","In Progress","06/10/2025 23:17:51"
"DEP","DPR","DEP-685","DPR-14","Outbound","Migrate from Jenkins to GHA","In Progress","09/02/2025 10:08:23"
"DEP","DPR","DEP-685","DPR-14","Inbound","Migrate from Jenkins to GHA","In Progress","09/02/2025 10:08:23"
"CES","DE","CES-5418","DE-1393","Outbound","Manage Credit - Milestone 2: Policy Execution Data Agility","Backlog","07/24/2025 13:10:31"
"CNSS","DCOM","CNSS-2218","DCOM-879","Inbound","Enterprise Telephony Modernization: NiCE CXOne Implementation","In Progress","09/22/2025 17:28:43"
"CNSS","DCOM","CNSS-2218","DCOM-956","Inbound","Enterprise Telephony Modernization: NiCE CXOne Implementation","In Progress","09/22/2025 17:28:43"
"CNSS","DCOM","CNSS-2218","DCOM-957","Inbound","Enterprise Telephony Modernization: NiCE CXOne Implementation","In Progress","09/22/2025 17:28:43"
"AI","EA","AI-2329","EA-63","Inbound","Tango Implementation:  FTP","In Progress","06/27/2025 11:17:31"
"AI","EA","AI-2330","EA-63","Inbound","Tango Implementation:  Oracle data exchange","In Progress","06/27/2025 11:17:31"
"AI","EA","AI-2331","EA-63","Inbound","Tango Implementation:  Coupa data exchange","In Progress","06/27/2025 11:17:25"
"AI","EA","AI-2332","EA-63","Inbound","Tango Implementation:  BigCenter Data","In Progress","06/27/2025 11:17:24"
"DBEAN","OAE","DBEAN-2096","OAE-1745","Inbound","Update Bankruptcy Disclosures","Backlog","04/16/2025 11:16:32"
"DBEAN","OAE","DBEAN-2096","OAE-1746","Inbound","Update Bankruptcy Disclosures","Backlog","04/16/2025 11:16:32"
"DBEAN","OAE","DBEAN-2096","OAE-1747","Inbound","Update Bankruptcy Disclosures","Backlog","04/16/2025 11:16:32"
"DBEAN","OAE","DBEAN-2096","OAE-1797","Inbound","Update Bankruptcy Disclosures","Backlog","04/16/2025 11:16:32"
"DBEAN","OAE","DBEAN-2096","OAE-1782","Inbound","Update Bankruptcy Disclosures","Backlog","04/16/2025 11:16:32"
"DCI","IAM","DCI-1636","IAM-3418","Outbound","Remediation of Vulnerability: Dangerous Kerberos Delegation","Blocked","08/12/2025 17:33:51"
"DCI","IAM","DCI-1636","IAM-3253","Inbound","Remediation of Vulnerability: Dangerous Kerberos Delegation","Blocked","08/12/2025 17:33:51"
"COL","SEN","COL-1562","SEN-200","Outbound","INC1033874, PTASK0013180   Modify Schedule of BDM File Load","Backlog","09/08/2025 10:53:25"
"CNS","CNSS","CNS-1025","CNSS-2112","Outbound","Illumio - VEN Upgrade to 25.2.x","In Progress","08/29/2025 08:06:48"
"LAS","COL","LAS-2168","COL-1698","Inbound","Enhance deferment processing for WA NSF","Ready for Work","08/13/2025 14:52:13"
"AI","EA","AI-2318","EA-63","Inbound","Tango Implementation:  BIF Components","In Progress","06/27/2025 11:17:22"
"AUT","QUAL","AUT-1386","QUAL-17822","Inbound","Ability to Delete Documents from Auto LOS","In Progress","05/29/2025 08:27:53"
"PLOS","PLAQ","PLOS-2814","PLAQ-574","Inbound","Delete a Creditor","Backlog","05/14/2025 14:56:32"
"PLOS","PLAQ","PLOS-2813","PLAQ-574","Inbound","Update Housing and Other Expenses","Backlog","05/14/2025 14:56:36"
"PLOS","PLAQ","PLOS-3337","PLAQ-575","Inbound","ST: Archive and Restore Offers ","Backlog","06/04/2025 10:37:44"
"OAE","DBEAN","OAE-1720","DBEAN-2042","Outbound","Update LDB BFF Endpoint for E-Sign","Backlog","04/19/2025 15:31:03"
"PDS","TOCA","PDS-2518","TOCA-306","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","LAS","PDS-2518","LAS-906","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","CNE","PDS-2518","CNE-2298","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-320","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-319","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-318","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-317","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-316","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-315","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-314","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-313","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-312","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-311","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-310","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-309","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-308","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-305","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-303","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-302","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-301","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-300","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-299","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-298","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-297","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-296","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","TOCA","PDS-2518","TOCA-275","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PDS","DCI","PDS-2518","DCI-684","Outbound","Automate Build and Configuration  for Core Platforms ","To Do","06/06/2025 15:47:02"
"PLOS","PLAQ","PLOS-2406","PLAQ-577","Inbound","ST: View All Income Sources","Backlog","05/30/2025 17:53:15"
"PLOS","PLAQ","PLOS-2405","PLAQ-577","Inbound","ST: View Income Source Details","Backlog","05/27/2025 07:42:09"
"PLOS","PLAQ","PLOS-2407","PLAQ-573","Inbound","ST: Update an Income Source","Backlog","05/27/2025 07:42:09"
"SRE","EMC","SRE-1984","EMC-1274","Outbound","Build monitoring for Income Verification Application","Backlog","09/03/2025 14:05:15"
"SRE","EMC","SRE-1984","EMC-804","Outbound","Build monitoring for Income Verification Application","Backlog","09/03/2025 14:05:15"
"SRE","EMC","SRE-1984","EMC-1088","Inbound","Build monitoring for Income Verification Application","Backlog","09/03/2025 14:05:15"
"LAS","ENGOPS","LAS-2157","ENGOPS-4355","Inbound","Enhance loan origination alternate rate processing ","Acceptance","09/26/2025 09:23:06"
"PAY","DBEAN","PAY-738","DBEAN-2311","Outbound","CLONE - PAY-527: Co-Borrower Does Not Have AutoPay Enrollment Option on 'Account Summary' Screen [Potential Env]","Blocked","07/24/2025 10:00:18"
"OAE","PAY","OAE-1698","PAY-710","Outbound","Amount Due Does Not Match Between Loan Dashboard and Account Summary","In Progress","07/24/2025 16:46:47"
"CES","PDS","CES-5022","PDS-2984","Outbound","Manage Credit - Milestone 1: Pulse for all New Model Execution","Backlog","07/16/2025 15:22:21"
"CES","DE","CES-5022","DE-1393","Outbound","Manage Credit - Milestone 1: Pulse for all New Model Execution","Backlog","07/16/2025 15:22:21"
"PAY","OAE","PAY-710","OAE-1698","Inbound","Amount Due Does Not Match Between Loan Dashboard and Account Summary [ENGAGEMENT]","Backlog","08/25/2025 18:54:44"
"EMC","SRE","EMC-626","SRE-3070","Outbound","Document APIs","Ready for Work","07/16/2025 10:37:24"
"IAM","DCI","IAM-2486","DCI-1521","Outbound","Unified MFA - IAM","In Progress","07/07/2025 12:25:49"
"DCI","IAM","DCI-1488","IAM-2476","Outbound","Federate Azure with OKTA","Ready for Work","09/23/2025 10:38:02"
"CNSS","CNE","CNSS-2115","CNE-543","Outbound","Network Cloud Security Initiatives","In Progress","09/26/2025 14:56:41"
"CNSS","CNS","CNSS-2112","CNS-1025","Inbound","Micro Segmentation Enhancements","In Progress","09/26/2025 14:59:21"
"CCP","CARD","CCP-37","CARD-1145","Outbound","North Star (Non-Prod): Create new POST endpoint in cards-ecm-bff-service with Auth in AWS non-prod account (omfcardsdev)","Testing","07/01/2025 10:47:01"
"CCP","CARD","CCP-40","CARD-1153","Inbound","North Star (Non-Prod): Create new GET endpoint in cards-ecm-bff-service without Auth in AWS non-prod account (omfcardsdev)","Testing","07/01/2025 10:47:03"
"CCP","CARD","CCP-31","CARD-1154","Outbound","North Star (Prod): Create new POST endpoint in cards-ecm-bff-service without Auth in AWS prod account (omcardsprod)","Testing","07/01/2025 10:47:14"
"EMC","SRE","EMC-550","SRE-2928","Outbound","Account Management DBE","Blocked","08/11/2025 21:41:00"
"EMC","SRE","EMC-550","SRE-1867","Inbound","Account Management DBE","Blocked","08/11/2025 21:41:00"
"AUT","ENGOPS","AUT-1107","ENGOPS-795","Inbound","TWN report report automatically loaded into LOS","In Progress","05/29/2025 08:27:51"
"AUT","CES","AUT-1094","CES-5416","Inbound"," Decisioning and Account Demographic Data Analysis","In Progress","06/12/2025 09:12:57"
"AUT","CES","AUT-1094","CES-5552","Inbound"," Decisioning and Account Demographic Data Analysis","In Progress","06/12/2025 09:12:57"
"MCCE","OAE","MCCE-589","OAE-1866","Inbound","Work with Servicing and Security to see if re-authentication login prompt when accessing customer profile or document center can be bypassed during a cobrowse session","Ready for Work","04/07/2025 14:50:46"
"DE","CIA","DE-699","CIA-388","Outbound","OpenShift: Blue/Green Environment for CMT tool Production Deployments","Backlog","06/30/2025 14:30:32"
"ACQE","ACQ","ACQE-79","ACQ-3227","Inbound","Create monitoring for Lightbox fail over (when it goes from CK:EA > Lightbox BAU)","Backlog","06/23/2025 08:58:28"
"CAD","IMG","CAD-2008","IMG-633","Outbound","Retire legacy computing platform and migrate to containers","In Progress","04/10/2025 12:30:30"
"ERD","DE","ERD-277","DE-1219","Outbound","Add Aldon Affinity (LMe) applications to release manifest","In Progress","09/23/2025 10:21:30"
"FORMS","COMP","FORMS-87","COMP-441","Inbound","All States – Install New AHL/Triton/SLIC Electronic Consent Forms","Backlog","08/20/2025 08:51:38"
"FORMS","COMP","FORMS-87","COMP-51","Inbound","All States – Install New AHL/Triton/SLIC Electronic Consent Forms","Backlog","08/20/2025 08:51:38"
"FORMS","INSO","FORMS-84","INSO-1737","Outbound","Forms - Add Change of Beneficiary Forms for Credit Products to Class","Backlog","08/20/2025 08:52:27"
"GENAI","EA","GENAI-69","EA-240","Outbound","Enable OpenAI endpoints for use in dev and data science as an alternative to AWS and Azure so that we can have a balanced portfolio of models to optimize cost/benefit","Backlog","07/17/2025 11:37:52"
"POP","DBA","POP-385","DBA-1614","Outbound","SQL Server Database Solution for Power BI-ServiceNow","In Progress","09/10/2025 12:34:35"
"MCCE","EMC","MCCE-444","EMC-961","Inbound","Customer Communiction Hub Platform : Collect and document monitoring needs and set up dashboards, alerts thresholds with EMC","In Progress","09/24/2025 18:38:24"
"MCCE","COMMS","MCCE-444","COMMS-3676","Inbound","Customer Communiction Hub Platform : Collect and document monitoring needs and set up dashboards, alerts thresholds with EMC","In Progress","09/24/2025 18:38:24"
"MCLNE","MCARD","MCLNE-1249","MCARD-428","Outbound","Time Zone Based Sending Logic in RT Engine","In Progress","04/28/2025 16:00:08"
"MCLNE","MCCE","MCLNE-1249","MCCE-1090","Inbound","Time Zone Based Sending Logic in RT Engine","In Progress","04/28/2025 16:00:08"
"MCLNE","MCCE","MCLNE-1249","MCCE-721","Inbound","Time Zone Based Sending Logic in RT Engine","In Progress","04/28/2025 16:00:08"
"MCLNE","MCCE","MCLNE-1249","MCCE-1153","Inbound","Time Zone Based Sending Logic in RT Engine","In Progress","04/28/2025 16:00:08"
"INSO","FORMS","INSO-1737","FORMS-84","Inbound","Add Change of Beneficiary Forms for Credit Products to Class","Backlog","08/19/2025 18:52:02"
"CCP","CI","CCP-11","CI-14984","Outbound","Prod: Need Read and Write Permission for ""omf-cards-app-svc-<env>-graduation-user-defined-fields"" DynamoDB Table","In Progress","07/01/2025 10:47:25"
"MCLNE","MCCP","MCLNE-1229","MCCP-629","Outbound","EOCC: Create Pipeline to Source Daily Data from SF to CMDS","In Progress","06/06/2025 09:24:27"
"MCLNE","MCCP","MCLNE-1230","MCCP-629","Outbound","EOCC: One Time Load from SF to CMDS","Backlog","06/06/2025 09:24:27"
"MCLNE","MCLD","MCLNE-1224","MCLD-736","Outbound","New SMS page request for ACS Standard Dashboard","Acceptance","05/06/2025 09:03:54"
"MCLNE","MCLD","MCLNE-1224","MCLD-737","Inbound","New SMS page request for ACS Standard Dashboard","Acceptance","05/06/2025 09:03:54"
"OSO","POP","OSO-460","POP-408","Inbound","Hughes 5G LEO POC","In Progress","09/26/2025 16:51:41"
"POP","OSO","POP-382","OSO-276","Outbound","TONCS - Evolve Monitoring and Alerting ","In Progress","09/19/2025 15:51:32"
"POP","OSO","POP-382","OSO-293","Outbound","TONCS - Evolve Monitoring and Alerting ","In Progress","09/19/2025 15:51:32"
"POP","OSO","POP-382","OSO-390","Outbound","TONCS - Evolve Monitoring and Alerting ","In Progress","09/19/2025 15:51:32"
"POP","OSO","POP-382","OSO-400","Outbound","TONCS - Evolve Monitoring and Alerting ","In Progress","09/19/2025 15:51:32"
"POP","OSO","POP-382","OSO-348","Outbound","TONCS - Evolve Monitoring and Alerting ","In Progress","09/19/2025 15:51:32"
"POP","OSO","POP-382","OSO-406","Outbound","TONCS - Evolve Monitoring and Alerting ","In Progress","09/19/2025 15:51:32"
"POP","OSO","POP-382","OSO-417","Outbound","TONCS - Evolve Monitoring and Alerting ","In Progress","09/19/2025 15:51:32"
"POP","OSO","POP-382","OSO-420","Outbound","TONCS - Evolve Monitoring and Alerting ","In Progress","09/19/2025 15:51:32"
"POP","OSO","POP-382","OSO-429","Outbound","TONCS - Evolve Monitoring and Alerting ","In Progress","09/19/2025 15:51:32"
"POP","OSO","POP-382","OSO-446","Outbound","TONCS - Evolve Monitoring and Alerting ","In Progress","09/19/2025 15:51:32"
"POP","OSO","POP-382","OSO-453","Outbound","TONCS - Evolve Monitoring and Alerting ","In Progress","09/19/2025 15:51:32"
"POP","OSO","POP-382","OSO-718","Inbound","TONCS - Evolve Monitoring and Alerting ","In Progress","09/19/2025 15:51:32"
"POP","OSO","POP-382","OSO-781","Inbound","TONCS - Evolve Monitoring and Alerting ","In Progress","09/19/2025 15:51:32"
"POP","OSO","POP-379","OSO-396","Outbound","TONCS Maturing Reporting","In Progress","09/19/2025 15:51:32"
"POP","OSO","POP-379","OSO-445","Outbound","TONCS Maturing Reporting","In Progress","09/19/2025 15:51:32"
"POP","OSO","POP-379","OSO-718","Inbound","TONCS Maturing Reporting","In Progress","09/19/2025 15:51:32"
"POP","OSO","POP-379","OSO-781","Inbound","TONCS Maturing Reporting","In Progress","09/19/2025 15:51:32"
"CDAD","DCI","CDAD-19","DCI-1362","Outbound","Onboard office365 Data Source into ELK","Blocked","09/03/2025 10:14:30"
"DOC","CI","DOC-81","CI-12694","Outbound","Esign - Migrate service helm projects to terraform","Ready for Work","06/06/2025 08:29:27"
